یا خواہشوں کے ساتھ ہی مر جانا چاہیئے	ya khoahshoں ke sath hi mr jana chahiye
ابھی کچھ اور کرشمے غزل کے دیکھتے ہیں	abhi kchh aur krshme ghzl ke dikhte hi
فرازؔ اب ذرا لہجہ بدل کے دیکھتے ہیں	frazؔ ab zra lhjh bdil ke dikhte hi
جدائیاں تو مقدر ہیں پھر بھی جان سفر	jdaiaں to mqdr hiں phr bhi jan sfr
کچھ اور دور ذرا ساتھ چل کے دیکھتے ہیں	kchh aur dor zra sath chl ke dikhte hi
رہ وفا میں حریف خرام کوئی تو ہو	rh ofa miں hrif khram koai to ho
سو اپنے آپ سے آگے نکل کے دیکھتے ہیں	so apne aap se aage nkl ke dikhte hi
تو سامنے ہے تو پھر کیوں یقیں نہیں آتا	to samne he to phr kioں yqiں nahiں aata
یہ بار بار جو آنکھوں کو مل کے دیکھتے ہیں	yh bar bar jo aankhoں ko ml ke dikhte hi
یہ کون لوگ ہیں موجود تیری محفل میں	yh kon log hiں mojod tiri mhfl mi
جو لالچوں سے تجھے مجھ کو جل کے دیکھتے ہیں	jo lalchoں se tjhe mjh ko jl ke dikhte hi
یہ قرب کیا ہے کہ یک جاں ہوئے نہ دور رہے	yh qrb kia he kh yk jaں hoye nah dor rhe
ہزار ایک ہی قالب میں ڈھل کے دیکھتے ہیں	hzar aik hi qalb miں dhl ke dikhte hi
نہ تجھ کو مات ہوئی ہے نہ مجھ کو مات ہوئی	nah tjh ko mat hoai he nah mjh ko mat hoai
سو اب کے دونوں ہی چالیں بدل کے دیکھتے ہیں	so ab ke donoں hi chaliں bdil ke dikhte hi
یہ کون ہے سر ساحل کہ ڈوبنے والے	yh kon he sr sahl kh dobne oale
سمندروں کی تہوں سے اچھل کے دیکھتے ہیں	smndroں ki thoں se achhl ke dikhte hi
ابھی تلک تو نہ کندن ہوئے نہ راکھ ہوئے	abhi tlk to nah kndn hoye nah rakh hoye
ہم اپنی آگ میں ہر روز جل کے دیکھتے ہیں	hm apni aag miں hr roz jl ke dikhte hi
بہت دنوں سے نہیں ہے کچھ اس کی خیر خبر	bht dnoں se nahiں he kchh as ki khir khbr
چلو فرازؔ کو اے یار چل کے دیکھتے ہیں	chlo frazؔ ko ae yar chl ke dikhte hi
اگرچہ زور ہواؤں نے ڈال رکھا ہے	agrchh zor hoauں ne dal rkha he
مگر چراغ نے لو کو سنبھال رکھا ہے	mgr chragh ne lo ko snbhal rkha he
محبتوں میں تو ملنا ہے یا اجڑ جانا	mhbtoں miں to mlna he ya ajrr jana
مزاج عشق میں کب اعتدال رکھا ہے	mzaj ashq miں kb aatdal rkha he
ہوا میں نشہ ہی نشہ فضا میں رنگ ہی رنگ	hoa miں nshh hi nshh fza miں rng hi rng
یہ کس نے پیرہن اپنا اچھال رکھا ہے	yh ks ne pirhn apna achhal rkha he
بھلے دنوں کا بھروسا ہی کیا رہیں نہ رہیں	bhle dnoں ka bhrosa hi kia rhiں nah rhi
سو میں نے رشتۂ غم کو بحال رکھا ہے	so miں ne rshtۂ ghm ko bhal rkha he
ہم ایسے سادہ دلوں کو وہ دوست ہو کہ خدا	hm aise sadh diloں ko oh dost ho kh khda
سبھی نے وعدۂ فردا پہ ٹال رکھا ہے	sbhi ne oadۂ frda ph tal rkha he
حساب لطف حریفاں کیا ہے جب تو کھلا	hsab ltf hrifaں kia he jb to khla
کہ دوستوں نے زیادہ خیال رکھا ہے	kh dostoں ne ziadh khial rkha he
بھری بہار میں اک شاخ پر کھلا ہے گلاب	bhri bhar miں ak shakh pr khla he glab
کہ جیسے تو نے ہتھیلی پہ گال رکھا ہے	kh jise to ne hthili ph gal rkha he
فرازؔ عشق کی دنیا تو خوبصورت تھی	frazؔ ashq ki dnia to khobsort thi
یہ کس نے فتنۂ ہجر و وصال رکھا ہے	yh ks ne ftnۂ hjr o osal rkha he
ایسا ہے کہ سب خواب مسلسل نہیں ہوتے	aisa he kh sb khoab mslsl nahiں hote
جو آج تو ہوتے ہیں مگر کل نہیں ہوتے	jo aaj to hote hiں mgr kl nahiں hote
اندر کی فضاؤں کے کرشمے بھی عجب ہیں	andr ki fzauں ke krshme bhi ajb hi
مینہ ٹوٹ کے برسے بھی تو بادل نہیں ہوتے	minah tot ke brse bhi to badil nahiں hote
کچھ مشکلیں ایسی ہیں کہ آساں نہیں ہوتیں	kchh mshkliں aisi hiں kh aasaں nahiں hoti
کچھ ایسے معمے ہیں کبھی حل نہیں ہوتے	kchh aise mame hiں kbhi hl nahiں hote
شائستگیٔ غم کے سبب آنکھوں کے صحرا	shaistgiٔ ghm ke sbb aankhoں ke shra
نمناک تو ہو جاتے ہیں جل تھل نہیں ہوتے	nmnak to ho jate hiں jl thl nahiں hote
کیسے ہی تلاطم ہوں مگر قلزم جاں میں	kise hi tlatm hoں mgr qlzm jaں mi
کچھ یاد جزیرے ہیں کہ اوجھل نہیں ہوتے	kchh yad jzire hiں kh aujhl nahiں hote
عشاق کے مانند کئی اہل ہوس بھی	ashaq ke mannd kai ahl hos bhi
پاگل تو نظر آتے ہیں پاگل نہیں ہوتے	pagl to nzr aate hiں pagl nahiں hote
سب خواہشیں پوری ہوں فرازؔ ایسا نہیں ہے	sb khoahshiں pori hoں frazؔ aisa nahiں he
جیسے کئی اشعار مکمل نہیں ہوتے	jise kai ashaar mkml nahiں hote
ایسے چپ ہیں کہ یہ منزل بھی کڑی ہو جیسے	aise chp hiں kh yh mnzl bhi krri ho jise
تیرا ملنا بھی جدائی کی گھڑی ہو جیسے	tira mlna bhi jdai ki ghrri ho jise
اپنے ہی سائے سے ہر گام لرز جاتا ہوں	apne hi saie se hr gam lrz jata ho
راستے میں کوئی دیوار کھڑی ہو جیسے	raste miں koai dioar khrri ho jise
کتنے ناداں ہیں ترے بھولنے والے کہ تجھے	ktne nadaں hiں tre bholne oale kh tjhe
یاد کرنے کے لیے عمر پڑی ہو جیسے	yad krne ke lie amr prri ho jise
تیرے ماتھے کی شکن پہلے بھی دیکھی تھی مگر	tire mathe ki shkn phle bhi dikhi thi mgr
یہ گرہ اب کے مرے دل میں پڑی ہو جیسے	yh grh ab ke mre dil miں prri ho jise
منزلیں دور بھی ہیں منزلیں نزدیک بھی ہیں	mnzliں dor bhi hiں mnzliں nzdik bhi hi
اپنے ہی پاؤں میں زنجیر پڑی ہو جیسے	apne hi pauں miں znjir prri ho jise
آج دل کھول کے روئے ہیں تو یوں خوش ہیں فرازؔ	aaj dil khol ke roye hiں to yoں khosh hiں fraz
چند لمحوں کی یہ راحت بھی بڑی ہو جیسے	chnd lmhoں ki yh raht bhi brri ho jise
عجب جنون مسافت میں گھر سے نکلا تھا	ajb jnon msaft miں ghr se nkla tha
خبر نہیں ہے کہ سورج کدھر سے نکلا تھا	khbr nahiں he kh sorj kdhr se nkla tha
یہ کون پھر سے انہیں راستوں میں چھوڑ گیا	yh kon phr se anahiں rastoں miں chhorr gia
ابھی ابھی تو عذاب سفر سے نکلا تھا	abhi abhi to azab sfr se nkla tha
یہ تیر دل میں مگر بے سبب نہیں اترا	yh tir dil miں mgr be sbb nahiں atra
کوئی تو حرف لب چارہ گر سے نکلا تھا	koai to hrf lb charh gr se nkla tha
یہ اب جو آگ بنا شہر شہر پھیلا ہے	yh ab jo aag bna shhr shhr phila he
یہی دھواں مرے دیوار و در سے نکلا تھا	yhi dhoaں mre dioar o dr se nkla tha
میں رات ٹوٹ کے رویا تو چین سے سویا	miں rat tot ke roia to chin se soia
کہ دل کا زہر مری چشم تر سے نکلا تھا	kh dil ka zhr mri chshm tr se nkla tha
یہ اب جو سر ہیں خمیدہ کلاہ کی خاطر	yh ab jo sr hiں khmidh klah ki khatr
یہ عیب بھی تو ہم اہل ہنر سے نکلا تھا	yh aib bhi to hm ahl hnr se nkla tha
وہ قیس اب جسے مجنوں پکارتے ہیں فرازؔ	oh qis ab jse mjnoں pkarte hiں fraz
تری طرح کوئی دیوانہ گھر سے نکلا تھا	tri trh koai dioanah ghr se nkla tha
اول اول کی دوستی ہے ابھی	aul aul ki dosti he abhi
اک غزل ہے کہ ہو رہی ہے ابھی	ak ghzl he kh ho rhi he abhi
میں بھی شہر وفا میں نو وارد	miں bhi shhr ofa miں no oard
وہ بھی رک رک کے چل رہی ہے ابھی	oh bhi rk rk ke chl rhi he abhi
میں بھی ایسا کہاں کا زود شناس	miں bhi aisa khaں ka zod shnas
وہ بھی لگتا ہے سوچتی ہے ابھی	oh bhi lgta he sochti he abhi
دل کی وارفتگی ہے اپنی جگہ	dil ki oarftgi he apni jg
پھر بھی کچھ احتیاط سی ہے ابھی	phr bhi kchh ahtiat si he abhi
گرچہ پہلا سا اجتناب نہیں	grchh phla sa ajtnab nahi
پھر بھی کم کم سپردگی ہے ابھی	phr bhi km km sprdgi he abhi
کیسا موسم ہے کچھ نہیں کھلتا	kisa mosm he kchh nahiں khlta
بوندا باندی بھی دھوپ بھی ہے ابھی	bonda bandi bhi dhop bhi he abhi
خود کلامی میں کب یہ نشہ تھا	khod klami miں kb yh nshh tha
جس طرح روبرو کوئی ہے ابھی	js trh robro koai he abhi
قربتیں لاکھ خوبصورت ہوں	qrbtiں lakh khobsort ho
دوریوں میں بھی دل کشی ہے ابھی	dorioں miں bhi dil kshi he abhi
فصل گل میں بہار پہلا گلاب	fsl gl miں bhar phla glab
کس کی زلفوں میں ٹانکتی ہے ابھی	ks ki zlfoں miں tankti he abhi
مدتیں ہو گئیں فرازؔ مگر	mdtiں ho gaiں frazؔ mgr
وہ جو دیوانگی کہ تھی ہے ابھی	oh jo dioangi kh thi he abhi
دوست بن کر بھی نہیں ساتھ نبھانے والا	dost bn kr bhi nahiں sath nbhane oala
وہی انداز ہے ظالم کا زمانے والا	ohi andaz he zalm ka zmane oala
اب اسے لوگ سمجھتے ہیں گرفتار مرا	ab ase log smjhte hiں grftar mra
سخت نادم ہے مجھے دام میں لانے والا	skht nadm he mjhe dam miں lane oala
صبح دم چھوڑ گیا نکہت گل کی صورت	sbh dm chhorr gia nkht gl ki sort
رات کو غنچۂ دل میں سمٹ آنے والا	rat ko ghnchۂ dil miں smt aane oala
کیا کہیں کتنے مراسم تھے ہمارے اس سے	kia khiں ktne mrasm the hmare as se
وہ جو اک شخص ہے منہ پھیر کے جانے والا	oh jo ak shkhs he mnah phir ke jane oala
تیرے ہوتے ہوئے آ جاتی تھی ساری دنیا	tire hote hoye aa jati thi sari dnia
آج تنہا ہوں تو کوئی نہیں آنے والا	aaj tnaha hoں to koai nahiں aane oala
منتظر کس کا ہوں ٹوٹی ہوئی دہلیز پہ میں	mntzr ks ka hoں toti hoai dhliz ph mi
کون آئے گا یہاں کون ہے آنے والا	kon aaye ga yhaں kon he aane oala
کیا خبر تھی جو مری جاں میں گھلا ہے اتنا	kia khbr thi jo mri jaں miں ghla he atna
ہے وہی مجھ کو سر دار بھی لانے والا	he ohi mjh ko sr dar bhi lane oala
میں نے دیکھا ہے بہاروں میں چمن کو جلتے	miں ne dikha he bharoں miں chmn ko jlte
ہے کوئی خواب کی تعبیر بتانے والا	he koai khoab ki tabir btane oala
تم تکلف کو بھی اخلاص سمجھتے ہو فرازؔ	tm tklf ko bhi akhlas smjhte ho fraz
دوست ہوتا نہیں ہر ہاتھ ملانے والا	dost hota nahiں hr hath mlane oala
دکھ فسانہ نہیں کہ تجھ سے کہیں	dkh fsanah nahiں kh tjh se khi
دل بھی مانا نہیں کہ تجھ سے کہیں	dil bhi mana nahiں kh tjh se khi
آج تک اپنی بیکلی کا سبب	aaj tk apni bikli ka sbb
خود بھی جانا نہیں کہ تجھ سے کہیں	khod bhi jana nahiں kh tjh se khi
بے طرح حال دل ہے اور تجھ سے	be trh hal dil he aur tjh se
دوستانہ نہیں کہ تجھ سے کہیں	dostanah nahiں kh tjh se khi
ایک تو حرف آشنا تھا مگر	aik to hrf aashna tha mgr
اب زمانہ نہیں کہ تجھ سے کہیں	ab zmanah nahiں kh tjh se khi
قاصدا ہم فقیر لوگوں کا	qasda hm fqir logoں ka
اک ٹھکانہ نہیں کہ تجھ سے کہیں	ak thkanah nahiں kh tjh se khi
اے خدا درد دل ہے بخشش دوست	ae khda drd dil he bkhshsh dost
آب و دانہ نہیں کہ تجھ سے کہیں	aab o danah nahiں kh tjh se khi
اب تو اپنا بھی اس گلی میں فرازؔ	ab to apna bhi as gli miں fraz
آنا جانا نہیں کہ تجھ سے کہیں	aana jana nahiں kh tjh se khi
گفتگو اچھی لگی ذوق نظر اچھا لگا	gftgo achhi lgi zoq nzr achha lga
مدتوں کے بعد کوئی ہم سفر اچھا لگا	mdtoں ke bad koai hm sfr achha lga
دل کا دکھ جانا تو دل کا مسئلہ ہے پر ہمیں	dil ka dkh jana to dil ka msylh he pr hmi
اس کا ہنس دینا ہمارے حال پر اچھا لگا	as ka hns dina hmare hal pr achha lga
ہر طرح کی بے سر و سامانیوں کے باوجود	hr trh ki be sr o samanioں ke baujod
آج وہ آیا تو مجھ کو اپنا گھر اچھا لگا	aaj oh aaia to mjh ko apna ghr achha lga
باغباں گلچیں کو چاہے جو کہے ہم کو تو پھول	baghbaں glchiں ko chahe jo khe hm ko to phol
شاخ سے بڑھ کر کف دل دار پر اچھا لگا	shakh se brrh kr kf dil dar pr achha lga
کوئی مقتل میں نہ پہنچا کون ظالم تھا جسے	koai mqtl miں nah phncha kon zalm tha jse
تیغ قاتل سے زیادہ اپنا سر اچھا لگا	tigh qatl se ziadh apna sr achha lga
ہم بھی قائل ہیں وفا میں استواری کے مگر	hm bhi qail hiں ofa miں astoari ke mgr
کوئی پوچھے کون کس کو عمر بھر اچھا لگا	koai pochhe kon ks ko amr bhr achha lga
اپنی اپنی چاہتیں ہیں لوگ اب جو بھی کہیں	apni apni chahtiں hiں log ab jo bhi khi
اک پری پیکر کو اک آشفتہ سر اچھا لگا	ak pri pikr ko ak aashfth sr achha lga
میرؔ کے مانند اکثر زیست کرتا تھا فرازؔ	mirؔ ke mannd aksr zist krta tha fraz
تھا تو وہ دیوانہ سا شاعر مگر اچھا لگا	tha to oh dioanah sa shaar mgr achha lga
ہر کوئی دل کی ہتھیلی پہ ہے صحرا رکھے	hr koai dil ki hthili ph he shra rkhe
کس کو سیراب کرے وہ کسے پیاسا رکھے	ks ko sirab kre oh kse piasa rkhe
عمر بھر کون نبھاتا ہے تعلق اتنا	amr bhr kon nbhata he talq atna
اے مری جان کے دشمن تجھے اللہ رکھے	ae mri jan ke dshmn tjhe allh rkhe
ہم کو اچھا نہیں لگتا کوئی ہم نام ترا	hm ko achha nahiں lgta koai hm nam tra
کوئی تجھ سا ہو تو پھر نام بھی تجھ سا رکھے	koai tjh sa ho to phr nam bhi tjh sa rkhe
دل بھی پاگل ہے کہ اس شخص سے وابستہ ہے	dil bhi pagl he kh as shkhs se oabsth he
جو کسی اور کا ہونے دے نہ اپنا رکھے	jo ksi aur ka hone de nah apna rkhe
کم نہیں طمع عبادت بھی تو حرص زر سے	km nahiں tma abadt bhi to hrs zr se
فقر تو وہ ہے کہ جو دین نہ دنیا رکھے	fqr to oh he kh jo din nah dnia rkhe
ہنس نہ اتنا بھی فقیروں کے اکیلے پن پر	hns nah atna bhi fqiroں ke akile pn pr
جا خدا میری طرح تجھ کو بھی تنہا رکھے	ja khda miri trh tjh ko bhi tnaha rkhe
یہ قناعت ہے اطاعت ہے کہ چاہت ہے فرازؔ	yh qnaat he ataat he kh chaht he fraz
ہم تو راضی ہیں وہ جس حال میں جیسا رکھے	hm to razi hiں oh js hal miں jisa rkhe
ہوا کے زور سے پندار بام و در بھی گیا	hoa ke zor se pndar bam o dr bhi gia
چراغ کو جو بچاتے تھے ان کا گھر بھی گیا	chragh ko jo bchate the an ka ghr bhi gia
پکارتے رہے محفوظ کشتیوں والے	pkarte rhe mhfoz kshtioں oale
میں ڈوبتا ہوا دریا کے پار اتر بھی گیا	miں dobta hoa dria ke par atr bhi gia
اب احتیاط کی دیوار کیا اٹھاتے ہو	ab ahtiat ki dioar kia athate ho
جو چور دل میں چھپا تھا وہ کام کر بھی گیا	jo chor dil miں chhpa tha oh kam kr bhi gia
میں چپ رہا کہ اسی میں تھی عافیت جاں کی	miں chp rha kh asi miں thi aafit jaں ki
کوئی تو میری طرح تھا جو دار پر بھی گیا	koai to miri trh tha jo dar pr bhi gia
سلگتے سوچتے ویران موسموں کی طرح	slgte sochte oiran mosmoں ki trh
کڑا تھا عہد جوانی مگر گزر بھی گیا	krra tha ahd joani mgr gzr bhi gia
جسے بھلا نہ سکا اس کو یاد کیا رکھتا	jse bhla nah ska as ko yad kia rkhta
جو نام لب پہ رہا ذہن سے اتر بھی گیا	jo nam lb ph rha zhn se atr bhi gia
پھٹی پھٹی ہوئی آنکھوں سے یوں نہ دیکھ مجھے	phti phti hoai aankhoں se yoں nah dikh mjhe
تجھے تلاش ہے جس شخص کی وہ مر بھی گیا	tjhe tlash he js shkhs ki oh mr bhi gia
مگر فلک کو عداوت اسی کے گھر سے تھی	mgr flk ko adaut asi ke ghr se thi
جہاں فرازؔ نہ تھا سیل غم ادھر بھی گیا	jhaں frazؔ nah tha sil ghm adhr bhi gia
ہوئی ہے شام تو آنکھوں میں بس گیا پھر تو	hoai he sham to aankhoں miں bs gia phr to
کہاں گیا ہے مرے شہر کے مسافر تو	khaں gia he mre shhr ke msafr to
مری مثال کہ اک نخل خشک صحرا ہوں	mri msal kh ak nkhl khshk shra ho
ترا خیال کہ شاخ چمن کا طائر تو	tra khial kh shakh chmn ka tair to
میں جانتا ہوں کہ دنیا تجھے بدل دے گی	miں janta hoں kh dnia tjhe bdil de gi
میں مانتا ہوں کہ ایسا نہیں بظاہر تو	miں manta hoں kh aisa nahiں bzahr to
ہنسی خوشی سے بچھڑ جا اگر بچھڑنا ہے	hnsi khoshi se bchhrr ja agr bchhrrna he
